FILE	IDNO	TEXT
1-6-retreat	doc_30_29_1	officer himself had been captured, and later had made his escape in the mist. He thought it possible that the headquarters of his battalion were still holding out.
1-6-retreat	doc_30_30_0	We were still questioning our informant when an excited voice yelled down the dugout shaft: ‘ Boches on the top of the dugout.” Our hearts thumped. There was no reason why the enemy shouldn’t be on us. They might have been anywhere in that damned mist. We drew our revolvers and rushed to the shaft. We did not mean to be caught like rats in a hole.
1-6-retreat	doc_30_31_0	I remember my emotion distinctly: a quiet despair. I knew I went up those stairs either to be shot or bayoneted, as I emerged, or, perhaps, to be made prisoner and so plunge into a strange unknown existence.
1-6-retreat	doc_30_32_0	Half-way up the stairs, and a voice cried down: “It’s all right: they’re our fellows.” Some artillerymen in overcoats, straggling across the open, had looked sinister in the mist.
1-6-retreat	doc_30_33_0	We turned to the dugout, the released tension leaving us exhausted.
1-6-retreat	doc_30_34_0	Patrols from our front companies had been feeling outward all morning, at first without result. At 12.30 B. (commanding the left front company) reported : “‘Machine-gun and rifle-fire on left and right can be heard. Shelling very hard. Can see nothing. Patrols are being sent out.” At 1 p.m. he reported: ‘ Boche are in quarry just in front of me. We are firing Lewis guns and rifles at him. He seems to be firing from our right flank too, with machine-guns,”
1-6-retreat	doc_30_35_0	These and other messages all came by runner, The telephonic communications to the companies had broken down before noon, though I think we remained in touch with the brigade until late in the afternoon.
1-6-retreat	doc_30_36_0	About midday the mist began to clear a little. At one o'clock the enemy, having massed in the valley five hundred yards immediately in front of us, attacked in ass strength. The fusillade that met them must have been terrific. They came on in good order, extending and manoeuvring with precision. At 1.20 B. reported ; _ “No. 5 Platoon report enemy on wire in front. Artillery ssistance is asked for. We are firing rifle grenades into em.” And again at 1.30: “Boche attacking in strength the sections in front. Front troops are in valley in front. They are also heading to my left flank.” Between 1.30 and 1.40 the attack reached its greatest intensity. By 1.45 it had withered completely before the hail of our fire.
1-6-retreat	doc_30_37_0	At 1.45 B. reported; “Boche running back like hell near Savy. They seem to be running from artillery as much as anything.” (Savy was one and a half miles to our left front: it was on the slope that rose away from the valley in front of us where the enemy had massed his forces
1-6-retreat	doc_30_38_0	For a Moment we became elated. There was cause enough. The mist had lifted, and a pale sun shone. We had defeated a strong attack. We received a message from the Inniskillings on our right to say they still held their positions intact. And wider afield the cO-ordination of the enemy’s advance seemed to have broken down. We made haste to distribute our reserve ammunition, to clear the dressing-station, and generally to make ourselves ready for the next happenings. In reply to my inquiries B. sent this Message, timed 2-15 p-m.: “It is very difficult to tell numbers of enemy, I can see the ground north to Savy, and saw them scattered. The line advancing had about 30 men 7 every 100 yards, We do not require §,A.A. yet. Can you instruct Rose! to fire up Soup Valley, please. We will want Very lights for the night. Will a supply be forthcoming ? Can see no movement now. Boche is putting up white lights all along valley.”
1-6-retreat	doc_30_39_0	IV
1-6-retreat	doc_30_40_0	The lull was not of long duration. Either we had been deceived by the movements near Savy, or the enemy had made a miraculously swift recovery. At 2.45 I received another message from B.: “Enemy movement at F. 12 at 4.0. They appear to be carrying in wounded. Enemy also advancing across valley on left on F. 5, in small parties. Estimated total strength seen, 50 men. Boche aeroplanes are flying about 300 feet above our lines, and have been for a short while past. There is still some machinegun fire in front. Is a redoubt holding out ?”
1-6-retreat	doc_30_41_0	The aeroplanes were evidently making a preliminary reconnaissance, and I guessed the movement to be significant of a new attack.
1-6-retreat	doc_30_42_0	On the mists clearing, the aeroplanes were able to sight position, and soon the artillery on both sides became active. Our own artillery, alas, fired short, smashing our already weakened defences. The Germans brought up their light field guns with great skill and rapidity. Several batteries were observed coming over the ridge at L’Epine de Dallon—only a few hours ago the headquarters of the battalion we were supporting. We now realised our position in earnest, and I sent a detailed account of the situation to the brigade.
1-6-retreat	doc_30_43_0	"Towards four o’clock, the enemy shelling increased in intensity. The second attack was now imminent. B sent the following message, timed 4.30 p.m. ""Boche is attacking on right about 400 strong, and is massing in the valley right in front of Roupy. We want some more S.A.A. During the Boche retreat the riflemen and Lewis guns did good work, killing many. Shelling very heavy."""
1-6-retreat	doc_30_44_0	The heavy shelling continued, and under cover of its intensity the enemy again massed in the valley in front of us. The men held on grimly. Thus B., timed §.10 p.m.: “Line holding still with some casualties. Reports not in. Line heavily shelled. §.A.A. received correct. Situation still the same. ‘Touch is being kept with battalion on our right, and patrols go constantly. (Our chloride of lime is missing and cannot be found.) Machine-guns very active.” And again at 5.40 p.m.: “The Boche is 50 yards or less from our line, and is also passing down the valley for another attack.”
1-6-retreat	doc_30_45_0	Then suddenly those massed men leapt from cover, and came on in their grey, regular formations. At headquarters we were only aware of the angry surge of rifle and machine-gun fire, deadening even the detonations of shells. All this time I was spending tiring, exasperating hours at the telephone, striving to get in communication with brigade and artillery headquarters. Again and again the wire was broken, and again and again the linesmen went out into the mist to mend it. ‘Then it got disconnected irreparably. We were isolated in that chaos.
1-6-retreat	doc_30_46_0	About 6.30 B. sent the following momentous message : “Boche got inside our wire on right and left. No.5 Platoon are all either wiped out or prisoners. No. 7 Platoon took up position on left of keep, but Boche were in it when I left. ‘They also were in trench on right of road left by C. Company, and we killed several on road near camouflage. I am now in redoubt with 25 men.”
1-6-retreat	doc_30_47_0	The climax had come. We had still one card to play— the counter-attack company. On receipt of B’s message, the colonel decided to order C. to attack in accordance with the preconceived plan.
1-6-retreat	doc_30_48_0	We only heard of this counter-attack from the mouths of a few survivors. It was one of the most heroic episodes in the retreat. ‘The company gathered together in the shell-battered trench that they had occupied all day, and then took the open. No artillery covered their advance, It was hopeless, insane, suicidal. ‘They had perhaps one hundred and fifty yards to cover. ‘They advanced at a jog-trot, lumbering on the uneven ground. One by one they fell before the fusillade that met them. C. had reached the enemy with about a dozen men. These leapt in among the Boches, and a hand-to-hand struggle ensued for a few minutes. C. was last seen cursing, pinned to the trench wall by a little mob of Germans, in one hand his empty smoking revolver.
1-6-retreat	doc_30_49_0	V
1-6-retreat	doc_30_50_0	It was now dusk, and with dusk came peace and silence. And at dusk this was our position :—The front rim of the redoubt was in the enemy’s possession. The counterattack company had disappeared. The company-keeps still held out with a few men in each. The inner ring of the redoubt was held by one company, and the remnants of three. B. had survived with one of his officers. But several officers in the three front companies had been either killed, wounded, or captured. There were probably two hundred men still surviving in the battalion.
1-6-retreat	doc_30_51_0	In the darkness the colonel and I walked up to the line. As we went along the road, the stillness was abruptly broken by the sounds of three or four shots, screams and curses. We flung ourselves on the roadside, our revolvers ready. We shouted: ‘‘Who goes there?” English voices answered, and the sergeant-major went to investigate. Two German privates had walked into a sentry on the road, coming from behind us. No one could understand what they said, and they were sent back to brigade headquarters. And I don’t remember that any one of us was perturbed by the incident, eerie though it was.
1-6-retreat	doc_30_52_0	Just after one o’clock in the day, we received long-awaited instructions from the brigade: The battalion in reserve was to deliver a counter-attack. The line of deployment was given, and the direction of attack. The battalion was to leave its position at 12.45, and the guns were to start a creeping barrage at 1.33 a.m.
1-6-retreat	doc_30_53_0	The whole thing was a ghastly failure. The night was black, and the battalion attacking was unfamiliar with the ground it had to cover. We waited hours for a sign of their approach. About two o’clock a stray officer came to us, having lost his company. Eventually, about four o’clock, one company did appear. It went forward in the darkness, but got dispersed and uncontrollable in the effort to deploy into attack formation. Dawn found us as dusk had found us, with the sole difference that some two hundred men of the counter-attack battalion had found refuge in our redoubt, and in the keeps in front.
1-6-retreat	doc_30_54_0	I think by then we were past hope or despair. We regarded all events with an indifference of weariness, knowing that with the dawn would come another attack. We distributed ammunition, reorganised our Lewis guns, and waited dully, without apprehension.
1-6-retreat	doc_30_55_0	Again the morning was thickly misty. Our own artillery fire was desultory and useless. Under cover of the mist, the enemy massed in battle formation, and the third attack commenced about 7 a.m. We only heard a babel in the mist. Now our artillery was firing short among our men in the redoubt. About ten o’clock the enemy penetrated our left flank, presumably in the gap between us and the battalion on our left, which was still in position. Machine-gun fire began to harass us from that direction, somewhere in the ruins of the village. We never heard from the battalion on our right, and a runner I sent there did not return. I think they must have withdrawn about ten o’clock.
1-6-retreat	doc_30_56_0	This new attack petered out. I fancy it was only half-hearted on the part of the enemy - probably only a demonstration to see if we intended to make a determined resistance, or to fight only a rearguard action. Finding the resistance determined enough, they evidently retired to prepare the real thing.
1-6-retreat	doc_30_57_0	This fourth attack was delivered about midday. The mist still persisted thinly. One could perhaps see objects fifty yards away. I don’t know what resistance the platoon-keeps offered. They were in a hopeless position, and would easily have been swamped in a mass attack.
1-6-retreat	doc_30_58_0	Shortly after midday, the enemy came in direct contact with the inner ring of the redoubt.
1-6-retreat	doc_30_59_0	We fired like maniacs. Every round of ammunition had been distributed. The Lewis guns jammed ; rifle bolts grew stiff and unworkable with the expansion of heat. In the lull before noon, the colonel and I had left the dugout, in which we were beginning to feel like rats in a trap, and had found an old gun-pit about two hundred yards further back, and here we established our An extraordinary thing happened. The gun-pit was dug out of the bank on the road-side. About two o'clock one of our guns, evidently assuming that Roupy had been evacuated, began to pound the road between Roupy and Fluquieres. One of these shells landed clean on the road edge of our pit. We were all hurled to the ground by the explosion, but, on recovering ourselves, found only one casualty: the colonel had received a nasty gash in the forearm. We then went two hundred to three hundred yards across the open, away from the road, and found a smaller overgrown pit. The colonel refused to regard his wound as serious ; but he soon began to feel dizzy, and was compelled to go back to the dressing-station. I was then left in charge of the battalion.
1-6-retreat	doc_30_60_0	It was now about 2.30. The attack still persisted in a guerilla fashion. But the enemy was massing troops in the trenches already taken. At 4 p.m. the intensity of the attack deepened suddenly. A new intention had come into the enemy’s mind : he was directing his attack on the flanks of our position in an effort to close round us like pincers. On the left he made use of cover offered by the ruined village, and eventually brought machineguns to bear against us from our left rear. On the tight he made use of the trenches evacuated by the Inniskillings.
1-6-retreat	doc_30_61_0	In the height of this attack, while my heart was heavy with anxiety, I received a message from the brigade. Surely reinforcements were coming to our aid? Or was I at length given permission to withdraw? Neither: it was a rhetorical appeal to hold on to the last man. I rather bitterly resolved to obey the command.
1-6-retreat	doc_30_62_0	Another hour passed. The enemy pressed on relentlessly with a determined, insidious energy, reckless of cost. Our position was now appallingly precarious. I therefore resolved to act independently, and do as perhaps I should have done hours earlier. I ordered B. to organise a witndrawal. ‘This message despatched, I lay on my belly in the grass and watched through my field-glasses every minute trickling of the enemy’s progress. Gradually they made way round the rim of the redoubt, bombing along the traverses. And now we only held it as lips might touch the rim of a saucer. I could see the heads of my men, very dense and in a little space. And on either side, incredibly active, gathered the grey helmets of the Boches. It was like a long bowstring along the horizon, and our diminished forces the arrow to be shot into a void. A great many hostile machine-guns had now been brought up, and the plain was sprayed with hissing bullets. ‘They impinged and spluttered about the little pit in which I crouched.
1-6-retreat	doc_30_63_0	I waited anxiously for B. to take the open. I saw men crawl out of the trenches, and lie flat on the parados, still firing at the enemy. Then, after a little while, the arrow was launched. I saw a piteous band of men rise from the ground, and run rapidly towards me. A great shout went up from the Germans: a cry of mingled triumph and horror. “Halt Eenglisch!” they cried, and for a moment were too amazed to fire; as though aghast at the folly of men who could plunge into such a storm of death. But the first silent gasp of horror expended, then broke the crackling storm. I don’t remember in the whole war an intenser taste of hell. My men came along spreading rapidly to a line of some two hundred yards length, but bunched here and there. On the left, by the main road, the enemy rushed out tocut them off. Bayonets clashed there. Along the line men were falling swiftly as the bullets hit them. Each second they fell, now one crumpling up, now two or three at once. I saw men stop to pick up their wounded mates, and as they carried them along, themselves get hit and fall with their inert burdens. Now they were near me, so I rushed out of my pit and ran with them to the line of trenches some three hundred yards behind.
1-6-retreat	doc_30_64_0	It seemed to take a long time to race across those few hundred yards. My heart beat nervously, and I felt infinitely weary. ‘The bullets hissed about me, and thought: then this is the moment of death: no no emotions. I remembered having reae men are hit, and never feel the hurt till later, and wondered if I had yet been hit. Then I reached the line. I stood petrified, enormously aghast. The trench had not been dug, and no reinforcements occupied it. It was as we had passed it on the morning of the 21st, the sods dug off the surface, leaving an immaculately patterned trench. A hundred yards on the right a machine-gun corps had taken up a position, and was already covering our retreat. I looked about me wildly, running along the line and signalling to the men to drop as they reached the slender parapet of sods. But the whole basis of my previous tactics had been destroyed. I should never have ordered my men to cross that plain of death, but for the expectation that we were falling back to reinforce a new line. We found an empty mockery, and I was in despair. But I must steady the line. On the actual plain the men obeyed my signals, and crouched in the shallow trench. But even as they crouched, the bullets struckthem. On the road, the straight white road leading to the western safety, there was something like a stampede. S. and the sergeant-major
1-6-retreat	doc_30_64_1	went and held it with pointed revolvers. But it was all useless—hopeless. On the right, I saw the enemy creeping round. They would soon enfilade us, and then our shallow defence would be a death-trap. I accordingly gave the signal to withdraw, bidding the two Lewis guns to cover us as long as possible. Once more we rose and scattered in retreat. It would be about seven hundred yards to the next trenches—the village line round Fluquiéres, and this we covered fairly well, sections occasionally halting to give covering fire. The enemy had not yet ventured from the redoubt, and our distance apart was now great enough to make his fire of little effect. And I think as we moved up the slope towards the village we must have been in “dead” ground, so far as the enemy advancing on the right was concerned.
1-6-retreat	doc_30_65_0	We reached Fluquiéres, which lay on the top of the slope, and found there some deep trenches on each side of the road at the entrance of the village. Further to the left, I found certain London troops commanded by a major. One of my Lewis guns still remained intact, and this I placed to fire down the straight road to Roupy. The enemy had now left the redoubt and were advancing in line formation.
1-6-retreat	doc_30_66_0	We were at Fluquières about an hour. ‘The enemy evidently did not intend to rest content with his capture of the redoubt. It was just beginning to get dusk. Earlier we had noticed sporadic contact lights go up. But now they shot into the sky from all along the plain. Low-flying aeroplanes hovered over the advancing line, and their wireless messages soon put the German guns on to us. Big black high-explosive shells began to fall on our position, making our tired flesh shudder. I now began to be amazed at the advancing contact lights. They did not merely stretch in a line im front of us: they encircled us like a horse-shoe, the points of which seemed (and actually were) miles behind us. On the right the enemy was enfilading us with machine-gun fire.
1-6-retreat	doc_30_67_0	I searched for the major commanding the troops on my left, but could not find him. By this time I was determined to act, and therefore gave the order to withdraw. The men filed through the village, gathering fresh ammunition from a dump at the cross-roads. From the village the road went up a slope leading to Aubigny. The enemy’s fire soon followed us, and we proceeded along the ditches on each side of the road.
1-6-retreat	doc_30_68_0	Three-quarters of the way up the slope I observed a trench running at right angles to the road on each side of it. I ordered the London men to go to the left, my own to the right, there to reorganise into companies. The twilight was now fairly deep, and I thought that with evening the enemy’s advance would stay. ‘The major I had seen in Fluquiéres now appeared again, and cursed me for giving the order to retire. I was too tired to argue, and even then a gust of machine-gun fire swept above our heads. They were going to attack again. We could hear them moving in the semi-darkness. Something else we could hear too—the throb of a motor-cycle behind us. It was a despatch rider, and when he drew level to us, he stopped his machine and came towards me with a message. I opened it. It ordered all troops east of the Aubigny defences to retire through Ham.
1-6-retreat	doc_30_69_0	I was glad. I believe I thought then that it was the end of our share in the battle. I went to the men, and assembled them in companies, and in close artillery formation we retired across country due west. We came to the Aubigny defences, manned by fresh troops, about a mile further on, and then we gathered on the road again and marched wearily along. I remember coming to a water-tank, where we all drank our fill — our mouths were swollen with thirst. When we reached Ham, an officer met us and ordered us to proceed to Muille Villette, about two miles further on, and there billet for the night. Ham, as we walked through its cobbled streets, seemed very hollow and deserted. ‘The last time we had seen it, it had been a busy market-town, full of civilians. Now only a few sinister looters went about the empty houses with candles. We saw one fellow come out of a door with a lady’s reticule and other things over his arm. We should have been justified in shooting him, but we were far too tired. We just noticed him stupidly.
1-6-retreat	doc_30_70_0	The road seemed long, and our pace was slow, but at last we reached the village of Muille Villette. We found it full of artillerymen and a few infantry. Every available shelter seemed to be occupied, but at length we got the men into a school. Our transport had been warned of our station for the night, and turned up with bullybeef and biscuits. These we served out.
1-6-retreat	doc_30_71_0	I had four officers left with me. We could not find a billet for ourselves, but finally begged for shelter in a barn occupied by artillerymen. They looked on us unsympathetically, not knowing our experiences. On a stove one of them was cooking a stew of potatoes and meat, and its savour made us lusting beasts. But the artillerymen ate the slop unconcernedly, while we lay down too utterly weary to sleep, languidly chewing bully-beef.
1-6-retreat	doc_30_72_0	VI
1-6-retreat	doc_30_73_0	It was after midnight when we came to Muille Villette ; I suppose about 2 a.m. we fell into an uneasy sleep. At 4 a.m. we were awakened by the stirrings and shoutings of the artillerymen. I drew my long boots on my aching feet, and went out into the cold darkness. I found an officer of some kind. The enemy were reported to have attacked and penetrated the Aubigny defences, and to be now advancing on Ham. All the troops stationed in Muille Villette had received orders to withdraw.
1-6-retreat	doc_30_74_0	We assembled the men, stupid with sleep. I knew that brigade headquarters were stationed at Golancourt, a mile and a half along the road. I resolved to proceed there and ask for orders. We marched away while the dawn was breaking.
1-6-retreat	doc_30_75_0	I found the brigade established in a deserted house. T., the brigade-major, was seated on a bed lacing his boots. No orders for the brigade had yet been received, so T. advised me to find billets for the men, where they could rest and get food. The companies then sought billets independently, and, what was more blessed than anything, we managed to get them hot tea. I went and had breakfast with the brigade staff. The tea revived me, and I remember how voracious I felt, and that I tried to hide this fact. The brigadier came into the room and seemed very pleased to see me: apparently he was very satisfied with our conduct, and especially with the frequent reports I had sent back. ‘Till then I had only felt weariness and bafflement — even shame. But now I began to see that we were implicated in something immense — something beyond personal feelings and efforts.
1-6-retreat	doc_30_76_0	The brigadier told me as much as he knew of the general situation. It was not much. The communications had apparently broken down, But it was enough to make me realise that more than a local attack was in progress: the whole of the Fifth Army was involved : but there were no limits to what might be happening.
1-6-retreat	doc_30_77_0	I also learnt that Dury — where the divisional headquarters had been stationed — a village some five or six miles south-west of Roupy, had been captured about two o’clock on the afternoon of the 22nd, several hours before we had evacuated the redoubt. Only a miracle of chance had saved us from being cut off.
1-6-retreat	doc_30_78_0	The brigade seemed to have difficulty in getting into touch with the division, or, at any rate, in obtaining orders from them. But at 10 a.m. I was told to march to Freniches and await orders there. We assembled in the village street and marched on again. The road was busy with retreating artillery and a few infantrymen. From behind us came the sounds of firing: the enemy were attacking Ham. We trudged on, passing villages whose inhabitants were only just taking steps to flee. They piled beds, chairs, and innumerable bolsters on little carts, some hand-pulled, some yoked to bony horses. They tied cows behind. There were old men, many old women, a few young women, but no young men. They and their like proceeded with us along the western road.
1-6-retreat	doc_30_79_0	We had gone perhaps five miles when an orderly on horseback overtook us with orders. We were to report to the —th Division at Freniches.
1-6-retreat	doc_30_80_0	This we eventually did, and a fat staff colonel studied a map, and then told me to take my battalion to Esmery-Hallon, a village four miles due north, and there take up a defensive position. This was more than I expected. I explained that my men had been fighting continuously for forty-eight hours, and were beaten and spiritless. But I received no comfort; the situation demanded that every available man should be used to the bitter end. I hardly dared to face my men: but I think they were too tired to mind where they went. We turned off at a right angle, and slowly marched on. The road led through a beautiful patch of country, steeped in a calm, liquid sunshine. We tilted our bodies forward, and forced our weary muscles to act.
1-6-retreat	doc_30_81_0	About two miles south of Esmery-Hallon, an officer (a lieutenant) appeared on a motor-cycle. He was in command of a scrap lot — transport men, cobblers, returned leave men, etc. He seemed to have the impression that the enemy were upon us, and wanted me to deploy and take up a position facing east. I explained that we were much too tired to do any such thing. He expostulated. Did I realise this, that, and the other? I explained that I had cause to realise such things better than he did. Heraved. I told him finally that I didn’t care a damn, but that I had orders to defend Esmery-Hallon, and thither I must go. He went off in a rage, seeming incredibly silly and fussy to us all.
1-6-retreat	doc_30_82_0	Esmery-Hallon is a small village perched on a detached conical hill, overlooking the plain on all sides. The defence was simply arranged. ‘Two companies of engineers were entrenched in front of the village. I sent a lookout on to the top of the church tower, and extended my men astraddle the hill on each side of the village, north and south. ‘The men on the south found a ditch, which made an admirable trench. The men on the north extended over the ploughed land, and dug shallow pits for shelter. We had no machine-guns or Lewis guns, but every man had a rifle and a decent amount of ammunition. I established my headquarters on the north side by a quarry, where I had a wide view of the plain.
1-6-retreat	doc_30_83_0	The day was very still, and the distant rattle of machinegun fire carried to us. A few enemy shells fell ineffectively about the landscape. I got into touch with a major of the Inniskillings in command of one hundred and fifty men on my right, and we co-ordinated defences on that wing. My left wing was in the air, so to speak — not a soul visible for miles.
1-6-retreat	doc_30_84_0	When our dispositions were finally made, I returned to the quarry edge. My servant T. had already been away to search the village, and now came laden with samples of red wine and cider which he had found in a cellar. So I sent him back to the village with other men, telling them to search for food also. They soon returned with bottles of red wine and a large tin of army biscuits. Evidently there was any amount of wine, but I was afraid to distribute it among the men for fear lest on fasting stomachs it should make them drunk. So S. and I each took a wine glass, and starting at different points, we began to go a round of the men. Each man lay curled up in his shallow pit, resting. To each we gave a glass of wine and a few biscuits. They took it thankfully. There was a lull in the distant fighting: I don’t remember any noise of fire during that hour. The sun was warm and seemed to cast a golden peace on the scene. A feeling of unity with the men about me suddenly suffused my mind.
1-6-retreat	doc_30_85_0	VII
1-6-retreat	doc_30_86_0	It was nearly two o’clock when we got settled. About this time I interrupted a message which gave me the useful information that the enemy had been seen in Ham at 10a.m. I guessed that the silence meant they were now consolidating along the Somme Canal. Later in the afternoon a cavalry patrol trotted up to our position. Officer, men, and horses all looked very debonair and well fed. ‘The officer was very condescending towards me, but made a message of the information I gave him, thought it would not be worth while venturing further on to the plain, so rode away back, harness jingling, the sun shining on well-polished accoutrements,
1-6-retreat	doc_30_87_0	"About five o’clock, I judged that we were to be left alone for the night, and made my plans accordingly. I sent the following message to B., who was in charge of the men on the right of the village: ""We hold on to our present positions unless otherwise ordered. When it is getting dark close your men in a little to form 7 or 8 pickets. From these pickets send standing patrols out about 150 yards, or to any good observation point within warning distance. Any show of resistance should drive off any enemy patrols. But as far as I can make out the Boche is still east of the canal. Should you be attacked by overwhelming numbers, withdraw fighting in a due westerly direction under your own arrangements. I should do the same in case of need. I suggest you come up to have a look at our position before dark.”"
1-6-retreat	doc_30_88_0	But just after dark, I received orders to relieve the Royal Engineers in front of the village. I regretted this order, but had to obey it. We now found ourselves in freshly dug trenches on the flat of the plain, our view to the left and right obstructed by woods.
1-6-retreat	doc_30_89_0	Included in the orders mentioned was a message to the effect that advance parties of the French would probably arrive that night, and the positions would be shown to them. ‘This message filled us with wild hope; we became almost jaunty.
1-6-retreat	doc_30_90_0	But the night was very cold and heavily wet with dew. We improved the trenches, and stamped about, flapping our arms in an effort tokeep warm. 4 sat with L., bravest and brightest of my runners, on a waterproof sheet beneath a tree in the centre of our position. We waited for the dawn: it was weird, phantasmagorical. Again the fateful mist. As it cleared a little, the woods near us hung faintly in the whiteness.
1-6-retreat	doc_30_91_0	At 8 a.m. we began to observe troops retreating in front of us. They came in little groups down the road, oF straggled singly over the landscape. The mist gradually lifted. We heard machine-gun fire fairly near, somewhere on the right. The stragglers informed us that the enemy had crossed the canal in the early dawn, and was advancing in considerable force. We waited patiently. At 9 a.m. the enemy came into touch with our fellows on the left, and here we rebutted him successfully. At 9.30 the troops on our right were reported to be withdrawing. About ten o’clock there happened one of those sudden episodes which would be almost comic with their ludicrous bouleversement were they not so tragic in their results. Seemingly straight from the misty sky itself, but in reality from our own guns, descended round after round of shrapnel bursting terrifically just above our heads, and spraying leaden showers upon us. Simultaneously, from the woods on our right, there burst a fierce volley of machine-gun fire, hissing and spluttering among us. We just turned and fled into the shelter of the village buildings. I shouted to my men to make for the position by the quarry. We scuttled through gardens and over walls. By the time we reached the quarry we had recovered our sang-froid. We extended and faced the enemy, who were advancing skilfully over the plain on our left. We on our part were a scrap lot composed of various units. We hastily
1-6-retreat	doc_30_91_1	reorganised into sections. Retreat was inevitable. Then followed a magnificent effort of discipline. A major took charge of the situation, and we began to retire with covering fire, section by section, in perfect alternation.
1-6-retreat	doc_30_92_0	We were now on a wide expanse of plain, sloping gently westward. We stretched over this—a thin line of men, perhaps a thousand yards long. We were approaching the Nesle-Noyon Canal. When within a few hundred yards of the canal, we closed inwards to cross a bridge (Ramecourt). At the other end of the bridge stood a staff officer, separating the men like sheep as they crossed, first a few to the left, then a few to the right. Here I got separated from the majority of my men, finding myself with only fifteen. We were told to proceed along the bank of the canal until we found an unoccupied space, and there dig in.
1-6-retreat	doc_30_93_0	As we crossed the bridge, we saw for the first time the sky-blue helmets of French troops peeping above a parapet. I think our eyes glistened with expectation of relief.
1-6-retreat	doc_30_94_0	We went perhaps half a mile along the bank of the canal and there I halted my attenuated company. The sun was now blazing hotly above our heads. We dropped to the ground, utterly exhausted. Presently some of the men began spontaneously to dig. R., the only officer left with me, also took a pick and joined the men. I began to feel ashamed just then, for I would willingly have died. I took a spade (there was a dump of such things just by us) and began to shovel the earth loosened by R. I seemed to be lifting utterly impossible burdens. My flesh seemed to move uneasily through iron bonds ; my leaden lids drooped smartingly upon my eyes.
1-6-retreat	doc_30_95_0	We dug about three feet deep, and then ceased, incapable of more. At the foot of the bank there was a small pool of water. The enemy was not now in sight, so we plunged our hot faces and hands into its weedy freshness, and took off our boots and socks, and bathed our aching feet.
1-6-retreat	doc_30_96_0	In the evening, about 5 p.m., a few skirmishing patrols appeared on the horizon. But our artillery was now active and fairly accurate, and machine-guns swept the plain. The patrols retired, without having advanced any distance. A large German aeroplane, with a red belly, floated persistently above our line. We fired hundreds of shots at it, but without effect. ‘T. my servant, nearly blew my head off in his efforts.
1-6-retreat	doc_30_97_0	We had gathered a lot of sun-scorched hemlock and bedded the bottom of our trenches, and when night came on we posted sentries and huddled down to the bedding. ‘The night was clear, and I gazed unblinkingly at the fierce stars above me, my aching flesh forbidding sleep. Later, I must have dozed in a wakeful stupor.
1-6-retreat	doc_30_98_0	VIII
1-6-retreat	doc_30_99_0	The next daybreak, that of the 25th, was less misty. Bread and bully-beef had come up during the night, and we fed to get warmth into our bodies. But the sun was soon up, and we began to feel almost cheerful once again. There was no immediate sign of the enemy, and I walked along to the bridge we had crossed the previous day to glean some information of our intentions ; but the only plan seemed to be the obvious one of holding on to our positions. I noticed some engineers were there, ready to blow up the bridge if need be.
1-6-retreat	doc_30_100_0	About 8 a.m. we saw little groups of enemy cavalry appear on the horizon. Through my glasses I could see them consulting maps, pointing, trotting fussily about. Our artillery was planting some kind of scattered barrage on the plain, and an occasional near shot made the horsemen scamper. We watched them rather amusedly till ten o’clock and then we saw signs of infantrymen. ‘They came from the direction of Esmery-Hallon, and at first seemed in fairly dense formation. But they extended as they cut the sky line, and we soon perceived them advancing in open order. As they got nearer, they began to organise short rushes, a section at a time.
1-6-retreat	doc_30_101_0	We were now well stocked with ammunition — there were piles of it laid about—and as soon as the advancing troops were within anything like range, we began to “pot” them. In fact, the whole thing became like a rifle-gallery entertainment at a fair. But still they came on. Now we could see them quite plainly — could see their legs working like dancing bears, and their great square packs bobbing up and down as they ran. Occasionally one dropped.
1-6-retreat	doc_30_102_0	Immediately in front of our trench, about eight hundred yards away, there was a little copse of perhaps fifty trees. This they reached about eleven o’clock and halted there. If only our flanks held out, I guessed they would never get further, for between the copse and our rifles and Lewis guns there was not a shred of cover ; and we were well entrenched, with a wide canal in front of us.
1-6-retreat	doc_30_103_0	Of course, the artillery was busy all the while: not methodically, but thickly enough to give the day the appearance of a conventional battle. But then the unexpected (really we had no cause longer to regard it as unexpected), the fatal thing happened. A battery of ours shortened its range, and got our position exactly “ taped.” The shells fell thick and fast, right into our backs. We were, remember, dug in on the top of a bank, perhaps fifteen feet high. All along this bank the shells plunged. Fifty yards away, a shell landed cleanly into a trench, and when the smoke cleared there remained nothing, absolutely nothing distinguishable, where a moment ago had been five or six men. We grovelled like frightened, cowed animals. Still the shells fell: and there was no means of stopping them. I glanced distractedly round; men on the right were running under cover of the bank away totheright. Other men on the left were retreating to the left. I resolved to get out of it. Immediately behind us, fifty yards away, was a large crescent-shaped mound, very steep, like a railway embankment, and perhaps sixty feet high. It occurred to me that from there we should command, and command as effectively as ever, the plain in front of us. I made my intention known, and at a given signal we leapt down the bank, and across the intervening fifty yards. We were evidently in sight, for a hail of machinegun bullets made dusty
1-6-retreat	doc_30_103_1	splutters all round us as we ran,
1-6-retreat	doc_30_104_0	But we reached the mound without a casualty, and climbed safely on toit. There I found a few men already in occupation, commanded by a colonel, under whose orders I then placed myself.
1-6-retreat	doc_30_105_0	The enemy’s artillery fire now increased in volume. I saw a cow hit in a field behind us, and fall funnily with four rigid legs poking up at the sky.
